"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races"
"1400000US48201330800","Census Tract 3308, Harris County, Texas","7368","713","1944","472","4142","515","12","19","289","174","0","127","809","376","172","232","28","43","144","226"
"1400000US48201550200","Census Tract 5502, Harris County, Texas","3208","410","1045","382","2134","400","0","127","0","127","0","127","20","25","9","14","0","127","9","14"
"1400000US48201310800","Census Tract 3108, Harris County, Texas","2352","358","1406","346","0","127","67","78","0","127","0","127","879","296","0","127","0","127","0","127"
"1400000US48201323801","Census Tract 3238.01, Harris County, Texas","3978","378","2484","540","121","164","12","20","0","127","0","127","1251","547","110","154","0","127","110","154"
"1400000US48201333000","Census Tract 3330, Harris County, Texas","3905","476","3004","449","0","127","0","127","132","155","0","127","718","406","51","55","51","55","0","127"
"1400000US48201413202","Census Tract 4132.02, Harris County, Texas","3096","566","1984","466","208","125","12","19","754","371","0","127","49","50","89","83","0","127","89","83"
"1400000US48201340700","Census Tract 3407, Harris County, Texas","7675","600","4829","579","356","200","40","57","1047","394","390","439","766","322","247","157","96","133","151","122"
"1400000US48201534203","Census Tract 5342.03, Harris County, Texas","1484","356","1047","234","41","47","0","127","41","46","0","127","355","278","0","127","0","127","0","127"
"1400000US48201541203","Census Tract 5412.03, Harris County, Texas","2739","369","2353","357","122","100","20","31","70","92","0","127","99","113","75","63","10","21","65","53"
"1400000US48201550900","Census Tract 5509, Harris County, Texas","8755","794","4012","985","1654","488","0","127","1348","296","0","127","1690","568","51","39","14","22","37","31"
